date,product,quantity,revenue,cost,category,customer_segment
2025-08-23,Phone Case,2,39.98,10.0,Accessories,Education
2025-08-23,Bluetooth Mouse,2,69.98,30.0,Electronics,Business
2025-08-23,Laptop Stand,1,49.99,20.0,Office,Business
2025-08-23,Phone Case,4,79.96,20.0,Accessories,Business
2025-08-23,Bluetooth Mouse,1,34.99,15.0,Electronics,Consumer
2025-08-23,Desk Organizer,3,74.97,30.0,Office,Consumer
2025-08-23,Ergonomic Keyboard,1,89.99,45.0,Office,Consumer
2025-08-23,HDMI Cable,2,31.98,8.0,Accessories,Consumer
2025-08-23,Wireless Headphones,2,159.98,80.0,Electronics,Consumer
2025-08-23,Laptop Stand,2,99.98,40.0,Office,Consumer
2025-08-24,HDMI Cable,2,31.98,8.0,Accessories,Consumer
2025-08-24,Ergonomic Keyboard,1,89.99,45.0,Office,Education
2025-08-24,Wireless Headphones,4,319.96,160.0,Electronics,Business
2025-08-24,Wireless Headphones,1,79.99,40.0,Electronics,Consumer
2025-08-24,HDMI Cable,1,15.99,4.0,Accessories,Consumer
2025-08-24,Wireless Headphones,2,159.98,80.0,Electronics,Education
2025-08-24,Laptop Stand,1,49.99,20.0,Office,Consumer
2025-08-24,USB-C Cable,1,12.99,3.5,Accessories,Business
2025-08-24,Portable Charger,1,39.99,18.0,Electronics,Business
2025-08-24,Desk Organizer,5,124.95,50.0,Office,Business
2025-08-24,Ergonomic Keyboard,1,89.99,45.0,Office,Consumer
2025-08-24,Desk Organizer,1,24.99,10.0,Office,Consumer
2025-08-24,Laptop Stand,1,49.99,20.0,Office,Consumer
2025-08-24,Laptop Stand,1,49.99,20.0,Office,Consumer
2025-08-24,Bluetooth Mouse,1,34.99,15.0,Electronics,Consumer
2025-08-24,HDMI Cable,1,15.99,4.0,Accessories,Business
2025-08-24,Bluetooth Mouse,1,34.99,15.0,Electronics,Consumer
2025-08-25,Portable Charger,1,39.99,18.0,Electronics,Consumer
2025-08-25,Bluetooth Mouse,4,139.96,60.0,Electronics,Consumer
2025-08-25,Wireless Headphones,1,79.99,40.0,Electronics,Business
2025-08-25,Wireless Headphones,2,159.98,80.0,Electronics,Consumer
2025-08-25,USB-C Cable,2,25.98,7.0,Accessories,Business
2025-08-25,Desk Organizer,2,49.98,20.0,Office,Consumer
2025-08-25,HDMI Cable,1,15.99,4.0,Accessories,Consumer
2025-08-25,Ergonomic Keyboard,1,89.99,45.0,Office,Education
2025-08-25,Desk Organizer,1,24.99,10.0,Office,Business
2025-08-25,Laptop Stand,1,49.99,20.0,Office,Consumer
2025-08-25,USB-C Cable,2,25.98,7.0,Accessories,Business
2025-08-25,Wireless Headphones,1,79.99,40.0,Electronics,Consumer
2025-08-25,Bluetooth Mouse,1,34.99,15.0,Electronics,Consumer
2025-08-25,HDMI Cable,1,15.99,4.0,Accessories,Business
2025-08-25,Wireless Headphones,2,159.98,80.0,Electronics,Consumer
2025-08-25,USB-C Cable,2,25.98,7.0,Accessories,Consumer
2025-08-26,Laptop Stand,1,49.99,20.0,Office,Business
2025-08-26,Desk Organizer,1,24.99,10.0,Office,Consumer
2025-08-26,USB-C Cable,1,12.99,3.5,Accessories,Consumer
2025-08-26,Laptop Stand,1,49.99,20.0,Office,Consumer
2025-08-26,Desk Organizer,1,24.99,10.0,Office,Consumer
2025-08-26,Webcam HD,1,69.99,35.0,Electronics,Consumer
2025-08-26,Phone Case,1,19.99,5.0,Accessories,Business
2025-08-26,USB-C Cable,2,25.98,7.0,Accessories,Consumer
2025-08-26,Laptop Stand,1,49.99,20.0,Office,Business
2025-08-26,Wireless Headphones,1,79.99,40.0,Electronics,Consumer
2025-08-26,Portable Charger,2,79.98,36.0,Electronics,Consumer
2025-08-26,Bluetooth Mouse,1,34.99,15.0,Electronics,Consumer
2025-08-26,Bluetooth Mouse,1,34.99,15.0,Electronics,Consumer
2025-08-26,Ergonomic Keyboard,1,89.99,45.0,Office,Business
2025-08-26,Bluetooth Mouse,2,69.98,30.0,Electronics,Business
2025-08-26,Desk Organizer,1,24.99,10.0,Office,Business
2025-08-26,HDMI Cable,4,63.96,16.0,Accessories,Business
2025-08-26,Wireless Headphones,1,79.99,40.0,Electronics,Consumer
2025-08-27,USB-C Cable,1,12.99,3.5,Accessories,Business
2025-08-27,HDMI Cable,2,31.98,8.0,Accessories,Consumer
2025-08-27,Webcam HD,1,69.99,35.0,Electronics,Consumer
2025-08-27,Phone Case,1,19.99,5.0,Accessories,Consumer
2025-08-27,Bluetooth Mouse,1,34.99,15.0,Electronics,Education
2025-08-27,USB-C Cable,1,12.99,3.5,Accessories,Consumer
2025-08-27,Wireless Headphones,1,79.99,40.0,Electronics,Education
2025-08-27,Webcam HD,2,139.98,70.0,Electronics,Education
2025-08-27,Laptop Stand,1,49.99,20.0,Office,Consumer
2025-08-27,HDMI Cable,2,31.98,8.0,Accessories,Consumer
2025-08-27,HDMI Cable,1,15.99,4.0,Accessories,Consumer
2025-08-27,Bluetooth Mouse,1,34.99,15.0,Electronics,Consumer
2025-08-27,HDMI Cable,1,15.99,4.0,Accessories,Consumer
2025-08-27,Wireless Headphones,2,159.98,80.0,Electronics,Business
2025-08-27,Desk Organizer,5,124.95,50.0,Office,Education
2025-08-28,Webcam HD,1,69.99,35.0,Electronics,Consumer
2025-08-28,Wireless Headphones,1,79.99,40.0,Electronics,Consumer
2025-08-28,Bluetooth Mouse,2,69.98,30.0,Electronics,Business
2025-08-28,Wireless Headphones,2,159.98,80.0,Electronics,Education
2025-08-28,Desk Organizer,2,49.98,20.0,Office,Consumer
2025-08-28,USB-C Cable,1,12.99,3.5,Accessories,Consumer
2025-08-28,Laptop Stand,3,149.97,60.0,Office,Business
2025-08-28,Phone Case,1,19.99,5.0,Accessories,Consumer
2025-08-28,Phone Case,1,19.99,5.0,Accessories,Consumer
2025-08-28,Desk Organizer,1,24.99,10.0,Office,Consumer
2025-08-28,Wireless Headphones,2,159.98,80.0,Electronics,Business
2025-08-28,USB-C Cable,1,12.99,3.5,Accessories,Consumer
2025-08-28,Bluetooth Mouse,1,34.99,15.0,Electronics,Consumer
2025-08-28,Webcam HD,1,69.99,35.0,Electronics,Consumer
2025-08-28,Laptop Stand,2,99.98,40.0,Office,Consumer
2025-08-29,Ergonomic Keyboard,1,89.99,45.0,Office,Education
2025-08-29,Bluetooth Mouse,2,69.98,30.0,Electronics,Consumer
2025-08-29,Wireless Headphones,1,79.99,40.0,Electronics,Consumer
2025-08-29,USB-C Cable,2,25.98,7.0,Accessories,Education
2025-08-29,Webcam HD,4,279.96,140.0,Electronics,Business
2025-08-29,Portable Charger,1,39.99,18.0,Electronics,Consumer
2025-08-29,Ergonomic Keyboard,1,89.99,45.0,Office,Business
2025-08-29,Wireless Headphones,1,79.99,40.0,Electronics,Business
2025-08-29,Desk Organizer,1,24.99,10.0,Office,Consumer
2025-08-29,Phone Case,2,39.98,10.0,Accessories,Consumer
2025-08-29,USB-C Cable,4,51.96,14.0,Accessories,Education
2025-08-29,USB-C Cable,1,12.99,3.5,Accessories,Business
2025-08-29,Webcam HD,2,139.98,70.0,Electronics,Consumer
2025-08-29,USB-C Cable,1,12.99,3.5,Accessories,Consumer
2025-08-29,Wireless Headphones,1,79.99,40.0,Electronics,Education
2025-08-29,Portable Charger,6,239.94,108.0,Electronics,Business
2025-08-30,Phone Case,1,19.99,5.0,Accessories,Business
2025-08-30,Wireless Headphones,1,79.99,40.0,Electronics,Consumer
2025-08-30,Webcam HD,1,69.99,35.0,Electronics,Business
2025-08-30,Desk Organizer,1,24.99,10.0,Office,Consumer
2025-08-30,Ergonomic Keyboard,1,89.99,45.0,Office,Education
2025-08-30,USB-C Cable,1,12.99,3.5,Accessories,Education
2025-08-30,Bluetooth Mouse,1,34.99,15.0,Electronics,Business
2025-08-30,Ergonomic Keyboard,4,359.96,180.0,Office,Business
2025-08-30,Phone Case,2,39.98,10.0,Accessories,Consumer
2025-08-30,Laptop Stand,1,49.99,20.0,Office,Education
2025-08-30,Wireless Headphones,1,79.99,40.0,Electronics,Consumer
2025-08-30,Laptop Stand,2,99.98,40.0,Office,Consumer
2025-08-30,Laptop Stand,2,99.98,40.0,Office,Education
2025-08-31,Laptop Stand,1,49.99,20.0,Office,Consumer
2025-08-31,Bluetooth Mouse,1,34.99,15.0,Electronics,Consumer
2025-08-31,HDMI Cable,2,31.98,8.0,Accessories,Consumer
2025-08-31,Portable Charger,2,79.98,36.0,Electronics,Consumer
2025-08-31,Portable Charger,5,199.95,90.0,Electronics,Business
2025-08-31,Wireless Headphones,2,159.98,80.0,Electronics,Consumer
2025-08-31,Webcam HD,1,69.99,35.0,Electronics,Consumer
2025-08-31,USB-C Cable,2,25.98,7.0,Accessories,Consumer
2025-08-31,USB-C Cable,1,12.99,3.5,Accessories,Business
2025-08-31,Bluetooth Mouse,1,34.99,15.0,Electronics,Consumer
2025-08-31,USB-C Cable,1,12.99,3.5,Accessories,Consumer
2025-08-31,Webcam HD,1,69.99,35.0,Electronics,Consumer
2025-08-31,Portable Charger,2,79.98,36.0,Electronics,Business
2025-08-31,Bluetooth Mouse,2,69.98,30.0,Electronics,Consumer
2025-08-31,Portable Charger,2,79.98,36.0,Electronics,Business
2025-08-31,Laptop Stand,1,49.99,20.0,Office,Consumer
2025-08-31,Bluetooth Mouse,1,34.99,15.0,Electronics,Consumer
2025-09-01,Desk Organizer,4,99.96,40.0,Office,Consumer
2025-09-01,Portable Charger,2,79.98,36.0,Electronics,Business
2025-09-01,Laptop Stand,1,49.99,20.0,Office,Education
2025-09-01,Laptop Stand,2,99.98,40.0,Office,Consumer
2025-09-01,USB-C Cable,1,12.99,3.5,Accessories,Consumer
2025-09-01,Portable Charger,1,39.99,18.0,Electronics,Consumer
2025-09-01,Phone Case,4,79.96,20.0,Accessories,Business
2025-09-01,Ergonomic Keyboard,2,179.98,90.0,Office,Business
2025-09-01,Portable Charger,2,79.98,36.0,Electronics,Consumer
2025-09-01,Portable Charger,1,39.99,18.0,Electronics,Business
2025-09-01,Portable Charger,1,39.99,18.0,Electronics,Consumer
2025-09-01,Ergonomic Keyboard,2,179.98,90.0,Office,Education
2025-09-01,Webcam HD,2,139.98,70.0,Electronics,Business
2025-09-01,Portable Charger,1,39.99,18.0,Electronics,Education
2025-09-01,Phone Case,1,19.99,5.0,Accessories,Consumer
2025-09-02,Bluetooth Mouse,1,34.99,15.0,Electronics,Business
2025-09-02,HDMI Cable,1,15.99,4.0,Accessories,Business
2025-09-02,Bluetooth Mouse,1,34.99,15.0,Electronics,Business
2025-09-02,Ergonomic Keyboard,1,89.99,45.0,Office,Business
2025-09-02,Ergonomic Keyboard,1,89.99,45.0,Office,Consumer
2025-09-02,Laptop Stand,1,49.99,20.0,Office,Consumer
2025-09-02,Laptop Stand,2,99.98,40.0,Office,Business
2025-09-02,Phone Case,1,19.99,5.0,Accessories,Consumer
2025-09-02,Phone Case,1,19.99,5.0,Accessories,Consumer
2025-09-02,Wireless Headphones,1,79.99,40.0,Electronics,Consumer
2025-09-02,Phone Case,2,39.98,10.0,Accessories,Education
2025-09-02,Wireless Headphones,1,79.99,40.0,Electronics,Business
2025-09-02,HDMI Cable,1,15.99,4.0,Accessories,Education
2025-09-02,Wireless Headphones,2,159.98,80.0,Electronics,Education
2025-09-02,USB-C Cable,2,25.98,7.0,Accessories,Business
2025-09-03,Laptop Stand,1,49.99,20.0,Office,Consumer
2025-09-03,Wireless Headphones,1,79.99,40.0,Electronics,Consumer
2025-09-03,USB-C Cable,1,12.99,3.5,Accessories,Consumer
2025-09-03,Laptop Stand,1,49.99,20.0,Office,Business
2025-09-03,Desk Organizer,1,24.99,10.0,Office,Business
2025-09-03,Portable Charger,2,79.98,36.0,Electronics,Consumer
2025-09-03,Webcam HD,1,69.99,35.0,Electronics,Business
2025-09-03,Laptop Stand,1,49.99,20.0,Office,Education
2025-09-03,Bluetooth Mouse,1,34.99,15.0,Electronics,Business
2025-09-03,Laptop Stand,1,49.99,20.0,Office,Consumer
2025-09-03,Laptop Stand,1,49.99,20.0,Office,Education
2025-09-03,Portable Charger,1,39.99,18.0,Electronics,Consumer
2025-09-03,Webcam HD,1,69.99,35.0,Electronics,Consumer
2025-09-03,Desk Organizer,1,24.99,10.0,Office,Consumer
2025-09-03,Desk Organizer,1,24.99,10.0,Office,Consumer
2025-09-03,Webcam HD,1,69.99,35.0,Electronics,Consumer
2025-09-04,Bluetooth Mouse,2,69.98,30.0,Electronics,Consumer
2025-09-04,Bluetooth Mouse,1,34.99,15.0,Electronics,Business
2025-09-04,Webcam HD,1,69.99,35.0,Electronics,Consumer
2025-09-04,Ergonomic Keyboard,1,89.99,45.0,Office,Consumer
2025-09-04,Wireless Headphones,6,479.94,240.0,Electronics,Business
2025-09-04,Laptop Stand,1,49.99,20.0,Office,Consumer
2025-09-04,Wireless Headphones,1,79.99,40.0,Electronics,Consumer
2025-09-04,Portable Charger,1,39.99,18.0,Electronics,Consumer
2025-09-04,Portable Charger,2,79.98,36.0,Electronics,Business
2025-09-04,USB-C Cable,4,51.96,14.0,Accessories,Business
2025-09-04,Ergonomic Keyboard,1,89.99,45.0,Office,Consumer
2025-09-04,HDMI Cable,1,15.99,4.0,Accessories,Business
2025-09-04,Ergonomic Keyboard,5,449.95,225.0,Office,Consumer
2025-09-04,Bluetooth Mouse,4,139.96,60.0,Electronics,Business
2025-09-05,Ergonomic Keyboard,2,179.98,90.0,Office,Consumer
2025-09-05,Portable Charger,1,39.99,18.0,Electronics,Business
2025-09-05,Wireless Headphones,1,79.99,40.0,Electronics,Education
2025-09-05,USB-C Cable,1,12.99,3.5,Accessories,Consumer
2025-09-05,Portable Charger,1,39.99,18.0,Electronics,Consumer
2025-09-05,Phone Case,1,19.99,5.0,Accessories,Business
2025-09-05,Wireless Headphones,5,399.95,200.0,Electronics,Education
2025-09-05,USB-C Cable,2,25.98,7.0,Accessories,Consumer
2025-09-05,Desk Organizer,1,24.99,10.0,Office,Consumer
2025-09-05,Portable Charger,2,79.98,36.0,Electronics,Consumer
2025-09-05,Desk Organizer,1,24.99,10.0,Office,Consumer
2025-09-05,HDMI Cable,2,31.98,8.0,Accessories,Education
2025-09-05,HDMI Cable,1,15.99,4.0,Accessories,Business
2025-09-05,Laptop Stand,2,99.98,40.0,Office,Business
2025-09-05,USB-C Cable,1,12.99,3.5,Accessories,Consumer
2025-09-06,Laptop Stand,1,49.99,20.0,Office,Education
2025-09-06,USB-C Cable,1,12.99,3.5,Accessories,Consumer
2025-09-06,Portable Charger,1,39.99,18.0,Electronics,Consumer
2025-09-06,HDMI Cable,1,15.99,4.0,Accessories,Consumer
2025-09-06,Portable Charger,1,39.99,18.0,Electronics,Consumer
2025-09-06,Ergonomic Keyboard,1,89.99,45.0,Office,Consumer
2025-09-06,Ergonomic Keyboard,5,449.95,225.0,Office,Business
2025-09-06,HDMI Cable,2,31.98,8.0,Accessories,Consumer
2025-09-06,Wireless Headphones,2,159.98,80.0,Electronics,Consumer
2025-09-06,Desk Organizer,3,74.97,30.0,Office,Consumer
2025-09-06,Wireless Headphones,1,79.99,40.0,Electronics,Education
2025-09-06,Laptop Stand,1,49.99,20.0,Office,Consumer
2025-09-06,Wireless Headphones,1,79.99,40.0,Electronics,Consumer
2025-09-06,Portable Charger,2,79.98,36.0,Electronics,Business
2025-09-06,Phone Case,1,19.99,5.0,Accessories,Consumer
2025-09-07,Desk Organizer,1,24.99,10.0,Office,Consumer
2025-09-07,Wireless Headphones,1,79.99,40.0,Electronics,Consumer
2025-09-07,Portable Charger,2,79.98,36.0,Electronics,Business
2025-09-07,Portable Charger,1,39.99,18.0,Electronics,Consumer
2025-09-07,USB-C Cable,1,12.99,3.5,Accessories,Business
2025-09-07,Bluetooth Mouse,1,34.99,15.0,Electronics,Consumer
2025-09-07,Ergonomic Keyboard,1,89.99,45.0,Office,Consumer
2025-09-07,Portable Charger,2,79.98,36.0,Electronics,Consumer
2025-09-07,USB-C Cable,1,12.99,3.5,Accessories,Consumer
2025-09-07,Portable Charger,1,39.99,18.0,Electronics,Consumer
2025-09-07,Phone Case,1,19.99,5.0,Accessories,Business
2025-09-07,Webcam HD,1,69.99,35.0,Electronics,Consumer
2025-09-07,Bluetooth Mouse,1,34.99,15.0,Electronics,Consumer
2025-09-07,Wireless Headphones,1,79.99,40.0,Electronics,Consumer
2025-09-07,Portable Charger,1,39.99,18.0,Electronics,Business
2025-09-08,USB-C Cable,1,12.99,3.5,Accessories,Business
2025-09-08,HDMI Cable,2,31.98,8.0,Accessories,Business
2025-09-08,Portable Charger,1,39.99,18.0,Electronics,Consumer
2025-09-08,Phone Case,1,19.99,5.0,Accessories,Business
2025-09-08,Bluetooth Mouse,1,34.99,15.0,Electronics,Business
2025-09-08,Ergonomic Keyboard,1,89.99,45.0,Office,Consumer
2025-09-08,Wireless Headphones,1,79.99,40.0,Electronics,Consumer
2025-09-08,Wireless Headphones,2,159.98,80.0,Electronics,Consumer
2025-09-08,Bluetooth Mouse,1,34.99,15.0,Electronics,Business
2025-09-08,Desk Organizer,1,24.99,10.0,Office,Consumer
2025-09-08,Bluetooth Mouse,1,34.99,15.0,Electronics,Business
2025-09-08,Wireless Headphones,1,79.99,40.0,Electronics,Consumer
2025-09-08,Bluetooth Mouse,2,69.98,30.0,Electronics,Business
2025-09-08,Ergonomic Keyboard,1,89.99,45.0,Office,Consumer
2025-09-08,Bluetooth Mouse,2,69.98,30.0,Electronics,Education
2025-09-09,Phone Case,1,19.99,5.0,Accessories,Business
2025-09-09,Phone Case,1,19.99,5.0,Accessories,Consumer
2025-09-09,HDMI Cable,1,15.99,4.0,Accessories,Education
2025-09-09,Laptop Stand,1,49.99,20.0,Office,Consumer
2025-09-09,HDMI Cable,1,15.99,4.0,Accessories,Consumer
2025-09-09,Phone Case,5,99.95,25.0,Accessories,Consumer
2025-09-09,Desk Organizer,2,49.98,20.0,Office,Business
2025-09-09,Wireless Headphones,2,159.98,80.0,Electronics,Business
2025-09-09,USB-C Cable,1,12.99,3.5,Accessories,Business
2025-09-09,Portable Charger,2,79.98,36.0,Electronics,Consumer
2025-09-09,Laptop Stand,1,49.99,20.0,Office,Business
2025-09-09,Desk Organizer,1,24.99,10.0,Office,Consumer
2025-09-09,Portable Charger,3,119.97,54.0,Electronics,Business
2025-09-09,USB-C Cable,1,12.99,3.5,Accessories,Consumer
2025-09-09,Portable Charger,1,39.99,18.0,Electronics,Business
2025-09-10,Bluetooth Mouse,3,104.97,45.0,Electronics,Business
2025-09-10,Portable Charger,1,39.99,18.0,Electronics,Consumer
2025-09-10,Portable Charger,2,79.98,36.0,Electronics,Consumer
2025-09-10,Bluetooth Mouse,2,69.98,30.0,Electronics,Business
2025-09-10,Portable Charger,1,39.99,18.0,Electronics,Consumer
2025-09-10,Desk Organizer,1,24.99,10.0,Office,Consumer
2025-09-10,Laptop Stand,1,49.99,20.0,Office,Consumer
2025-09-10,USB-C Cable,1,12.99,3.5,Accessories,Business
2025-09-10,Laptop Stand,1,49.99,20.0,Office,Consumer
2025-09-10,USB-C Cable,3,38.97,10.5,Accessories,Business
2025-09-10,Wireless Headphones,1,79.99,40.0,Electronics,Consumer
2025-09-10,USB-C Cable,1,12.99,3.5,Accessories,Business
2025-09-10,Bluetooth Mouse,1,34.99,15.0,Electronics,Consumer
2025-09-10,HDMI Cable,2,31.98,8.0,Accessories,Consumer
2025-09-10,HDMI Cable,1,15.99,4.0,Accessories,Business
2025-09-11,Desk Organizer,2,49.98,20.0,Office,Consumer
2025-09-11,Wireless Headphones,1,79.99,40.0,Electronics,Education
2025-09-11,Laptop Stand,2,99.98,40.0,Office,Business
2025-09-11,Ergonomic Keyboard,1,89.99,45.0,Office,Consumer
2025-09-11,USB-C Cable,1,12.99,3.5,Accessories,Business
2025-09-11,Wireless Headphones,1,79.99,40.0,Electronics,Business
2025-09-11,Ergonomic Keyboard,10,899.9,450.0,Office,Education
2025-09-11,Ergonomic Keyboard,2,179.98,90.0,Office,Consumer
2025-09-11,Phone Case,1,19.99,5.0,Accessories,Business
2025-09-11,Wireless Headphones,1,79.99,40.0,Electronics,Consumer
2025-09-11,HDMI Cable,1,15.99,4.0,Accessories,Consumer
2025-09-11,Wireless Headphones,1,79.99,40.0,Electronics,Consumer
2025-09-11,Ergonomic Keyboard,10,899.9,450.0,Office,Business
2025-09-12,USB-C Cable,2,25.98,7.0,Accessories,Consumer
2025-09-12,Webcam HD,6,419.94,210.0,Electronics,Business
2025-09-12,Laptop Stand,1,49.99,20.0,Office,Consumer
2025-09-12,USB-C Cable,1,12.99,3.5,Accessories,Consumer
2025-09-12,Portable Charger,1,39.99,18.0,Electronics,Consumer
2025-09-12,Portable Charger,1,39.99,18.0,Electronics,Education
2025-09-12,Desk Organizer,3,74.97,30.0,Office,Education
2025-09-12,Desk Organizer,1,24.99,10.0,Office,Business
2025-09-12,USB-C Cable,1,12.99,3.5,Accessories,Business
2025-09-12,Ergonomic Keyboard,1,89.99,45.0,Office,Consumer
2025-09-12,Wireless Headphones,1,79.99,40.0,Electronics,Business
2025-09-12,Portable Charger,2,79.98,36.0,Electronics,Business
2025-09-12,Portable Charger,1,39.99,18.0,Electronics,Consumer
2025-09-12,HDMI Cable,2,31.98,8.0,Accessories,Consumer
2025-09-12,Wireless Headphones,2,159.98,80.0,Electronics,Business
2025-09-12,Portable Charger,2,79.98,36.0,Electronics,Consumer
2025-09-12,Webcam HD,2,139.98,70.0,Electronics,Consumer
2025-09-13,Bluetooth Mouse,2,69.98,30.0,Electronics,Consumer
2025-09-13,Wireless Headphones,6,479.94,240.0,Electronics,Business
2025-09-13,USB-C Cable,1,12.99,3.5,Accessories,Consumer
2025-09-13,Ergonomic Keyboard,1,89.99,45.0,Office,Education
2025-09-13,Laptop Stand,1,49.99,20.0,Office,Consumer
2025-09-13,HDMI Cable,8,127.92,32.0,Accessories,Consumer
2025-09-13,Wireless Headphones,1,79.99,40.0,Electronics,Consumer
2025-09-13,USB-C Cable,2,25.98,7.0,Accessories,Consumer
2025-09-13,Phone Case,1,19.99,5.0,Accessories,Consumer
2025-09-13,USB-C Cable,2,25.98,7.0,Accessories,Business
2025-09-13,Laptop Stand,1,49.99,20.0,Office,Education
2025-09-13,Webcam HD,1,69.99,35.0,Electronics,Consumer
2025-09-13,USB-C Cable,1,12.99,3.5,Accessories,Consumer
2025-09-13,USB-C Cable,1,12.99,3.5,Accessories,Consumer
2025-09-13,Ergonomic Keyboard,2,179.98,90.0,Office,Business
2025-09-13,Ergonomic Keyboard,1,89.99,45.0,Office,Consumer
2025-09-13,HDMI Cable,2,31.98,8.0,Accessories,Education
2025-09-13,Bluetooth Mouse,1,34.99,15.0,Electronics,Business
2025-09-14,Ergonomic Keyboard,1,89.99,45.0,Office,Consumer
2025-09-14,Wireless Headphones,1,79.99,40.0,Electronics,Consumer
2025-09-14,Bluetooth Mouse,1,34.99,15.0,Electronics,Business
2025-09-14,Ergonomic Keyboard,1,89.99,45.0,Office,Consumer
2025-09-14,Portable Charger,1,39.99,18.0,Electronics,Consumer
2025-09-14,Wireless Headphones,1,79.99,40.0,Electronics,Consumer
2025-09-14,Bluetooth Mouse,1,34.99,15.0,Electronics,Consumer
2025-09-14,HDMI Cable,1,15.99,4.0,Accessories,Consumer
2025-09-14,Bluetooth Mouse,2,69.98,30.0,Electronics,Consumer
2025-09-14,Phone Case,2,39.98,10.0,Accessories,Education
2025-09-14,HDMI Cable,1,15.99,4.0,Accessories,Consumer
2025-09-14,HDMI Cable,2,31.98,8.0,Accessories,Consumer
2025-09-14,Phone Case,1,19.99,5.0,Accessories,Business
2025-09-14,Laptop Stand,1,49.99,20.0,Office,Consumer
2025-09-14,Portable Charger,1,39.99,18.0,Electronics,Business
2025-09-14,Laptop Stand,1,49.99,20.0,Office,Consumer
2025-09-15,HDMI Cable,2,31.98,8.0,Accessories,Consumer
2025-09-15,USB-C Cable,1,12.99,3.5,Accessories,Consumer
2025-09-15,Ergonomic Keyboard,6,539.94,270.0,Office,Business
2025-09-15,USB-C Cable,1,12.99,3.5,Accessories,Consumer
2025-09-15,Bluetooth Mouse,1,34.99,15.0,Electronics,Consumer
2025-09-15,Wireless Headphones,1,79.99,40.0,Electronics,Business
2025-09-15,Ergonomic Keyboard,1,89.99,45.0,Office,Consumer
2025-09-15,HDMI Cable,1,15.99,4.0,Accessories,Business
2025-09-15,USB-C Cable,2,25.98,7.0,Accessories,Consumer
2025-09-15,Laptop Stand,1,49.99,20.0,Office,Consumer
2025-09-15,Portable Charger,1,39.99,18.0,Electronics,Consumer
2025-09-15,HDMI Cable,1,15.99,4.0,Accessories,Consumer
2025-09-15,Phone Case,1,19.99,5.0,Accessories,Business
2025-09-15,Portable Charger,1,39.99,18.0,Electronics,Consumer
2025-09-15,Webcam HD,1,69.99,35.0,Electronics,Consumer
2025-09-16,Wireless Headphones,1,79.99,40.0,Electronics,Consumer
2025-09-16,Phone Case,1,19.99,5.0,Accessories,Education
2025-09-16,USB-C Cable,1,12.99,3.5,Accessories,Consumer
2025-09-16,Ergonomic Keyboard,2,179.98,90.0,Office,Business
2025-09-16,Bluetooth Mouse,2,69.98,30.0,Electronics,Consumer
2025-09-16,USB-C Cable,1,12.99,3.5,Accessories,Education
2025-09-16,Wireless Headphones,1,79.99,40.0,Electronics,Consumer
2025-09-16,Portable Charger,1,39.99,18.0,Electronics,Consumer
2025-09-16,Phone Case,1,19.99,5.0,Accessories,Consumer
2025-09-16,Ergonomic Keyboard,1,89.99,45.0,Office,Consumer
2025-09-16,Bluetooth Mouse,1,34.99,15.0,Electronics,Business
2025-09-16,Desk Organizer,8,199.92,80.0,Office,Business
2025-09-16,Laptop Stand,1,49.99,20.0,Office,Consumer
2025-09-17,USB-C Cable,1,12.99,3.5,Accessories,Consumer
2025-09-17,Desk Organizer,1,24.99,10.0,Office,Consumer
2025-09-17,Laptop Stand,1,49.99,20.0,Office,Consumer
2025-09-17,HDMI Cable,4,63.96,16.0,Accessories,Education
2025-09-17,Bluetooth Mouse,2,69.98,30.0,Electronics,Consumer
2025-09-17,Phone Case,3,59.97,15.0,Accessories,Business
2025-09-17,Webcam HD,1,69.99,35.0,Electronics,Business
2025-09-17,Laptop Stand,1,49.99,20.0,Office,Education
2025-09-17,Portable Charger,3,119.97,54.0,Electronics,Business
2025-09-17,Wireless Headphones,1,79.99,40.0,Electronics,Consumer
2025-09-17,USB-C Cable,1,12.99,3.5,Accessories,Business
2025-09-17,HDMI Cable,1,15.99,4.0,Accessories,Business
2025-09-17,Phone Case,2,39.98,10.0,Accessories,Consumer
2025-09-17,Wireless Headphones,1,79.99,40.0,Electronics,Business
2025-09-17,Portable Charger,1,39.99,18.0,Electronics,Consumer
2025-09-17,USB-C Cable,1,12.99,3.5,Accessories,Business
2025-09-17,Portable Charger,1,39.99,18.0,Electronics,Education
2025-09-18,Portable Charger,2,79.98,36.0,Electronics,Consumer
2025-09-18,USB-C Cable,1,12.99,3.5,Accessories,Consumer
2025-09-18,USB-C Cable,1,12.99,3.5,Accessories,Business
2025-09-18,Portable Charger,1,39.99,18.0,Electronics,Consumer
2025-09-18,Portable Charger,1,39.99,18.0,Electronics,Consumer
2025-09-18,Webcam HD,1,69.99,35.0,Electronics,Consumer
2025-09-18,USB-C Cable,1,12.99,3.5,Accessories,Business
2025-09-18,Laptop Stand,1,49.99,20.0,Office,Consumer
2025-09-18,Wireless Headphones,1,79.99,40.0,Electronics,Consumer
2025-09-18,Bluetooth Mouse,2,69.98,30.0,Electronics,Consumer
2025-09-18,Ergonomic Keyboard,2,179.98,90.0,Office,Education
2025-09-18,USB-C Cable,1,12.99,3.5,Accessories,Consumer
2025-09-18,Webcam HD,1,69.99,35.0,Electronics,Consumer
